date,close,reportedDate_point,trailing_eps_4q_point,is_forecast_point,teps_source_point,trailing_eps_4q,pe_ratio,pe_assumed_low,pe_assumed_mid,pe_assumed_high,price_est_low,price_est_mid,price_est_high,valuation_gap_mid
2014-12-09,13.35,,,,,,,,,,,,,
2014-12-10,13.34,,,,,,,,,,,,,
2014-12-11,13.44,,,,,,,,,,,,,
2014-12-12,13.43,,,,,,,,,,,,,
2014-12-15,13.52,,,,,,,,,,,,,
2014-12-16,13.43,,,,,,,,,,,,,
2014-12-17,13.81,,,,,,,,,,,,,
2014-12-18,14.35,,,,,,,,,,,,,
2014-12-19,14.27,,,,,,,,,,,,,
2014-12-22,14.49,,,,,,,,,,,,,
2014-12-23,14.43,,,,,,,,,,,,,
2014-12-24,14.63,,,,,,,,,,,,,
2014-12-26,14.65,,,,,,,,,,,,,
2014-12-29,14.9,,,,,,,,,,,,,
2014-12-30,14.83,,,,,,,,,,,,,
2014-12-31,14.92,,,,,,,,,,,,,
2015-01-02,14.73,,,,,,,,,,,,,
2015-01-05,14.32,,,,,,,,,,,,,
2015-01-06,14.02,,,,,,,,,,,,,
2015-01-07,14.25,,,,,,,,,,,,,
2015-01-08,14.43,,,,,,,,,,,,,
2015-01-09,14.71,,,,,,,,,,,,,
2015-01-12,14.75,,,,,,,,,,,,,
2015-01-13,14.8,,,,,,,,,,,,,
2015-01-14,14.86,,,,,,,,,,,,,
2015-01-15,14.41,,,,,,,,,,,,,
2015-01-16,14.3,,,,,,,,,,,,,
2015-01-20,13.8,,,,,,,,,,,,,
2015-01-21,13.5,,,,,,,,,,,,,
2015-01-22,13.84,,,,,,,,,,,,,
2015-01-23,13.8,,,,,,,,,,,,,
2015-01-26,13.56,,,,,,,,,,,,,
2015-01-27,13.71,,,,,,,,,,,,,
2015-01-28,13.57,,,,,,,,,,,,,
2015-01-29,13.77,,,,,,,,,,,,,
2015-01-30,13.5,,,,,,,,,,,,,
2015-02-02,14.04,,,,,,,,,,,,,
2015-02-03,14.05,,,,,,,,,,,,,
2015-02-04,15.21,,,,,,,,,,,,,
2015-02-05,15.17,,,,,,,,,,,,,
2015-02-06,15.01,,,,,,,,,,,,,
2015-02-09,15.03,,,,,,,,,,,,,
2015-02-10,16.17,,,,,,,,,,,,,
2015-02-11,16.0,,,,,,,,,,,,,
2015-02-12,16.04,,,,,,,,,,,,,
2015-02-13,16.04,,,,,,,,,,,,,
2015-02-17,15.71,,,,,,,,,,,,,
2015-02-18,16.02,,,,,,,,,,,,,
2015-02-19,16.32,,,,,,,,,,,,,
2015-02-20,16.29,,,,,,,,,,,,,
2015-02-23,15.67,,,,,,,,,,,,,
2015-02-24,15.56,,,,,,,,,,,,,
2015-02-25,15.32,,,,,,,,,,,,,
2015-02-26,15.71,,,,,,,,,,,,,
2015-02-27,15.77,,,,,,,,,,,,,
2015-03-02,15.95,,,,,,,,,,,,,
2015-03-03,15.98,,,,,,,,,,,,,
2015-03-04,15.79,,,,,,,,,,,,,
2015-03-05,15.59,,,,,,,,,,,,,
2015-03-06,15.09,,,,,,,,,,,,,
2015-03-09,14.72,,,,,,,,,,,,,
2015-03-10,14.97,,,,,,,,,,,,,
2015-03-11,15.57,,,,,,,,,,,,,
2015-03-12,15.83,,,,,,,,,,,,,
2015-03-13,15.75,,,,,,,,,,,,,
2015-03-16,15.58,,,,,,,,,,,,,
2015-03-17,15.64,,,,,,,,,,,,,
2015-03-18,15.6,,,,,,,,,,,,,
2015-03-19,15.69,,,,,,,,,,,,,
2015-03-20,15.68,,,,,,,,,,,,,
2015-03-23,15.53,,,,,,,,,,,,,
2015-03-24,15.53,,,,,,,,,,,,,
2015-03-25,15.18,,,,,,,,,,,,,
2015-03-26,15.06,,,,,,,,,,,,,
2015-03-27,15.43,,,,,,,,,,,,,
2015-03-30,15.43,,,,,,,,,,,,,
2015-03-31,15.33,,,,,,,,,,,,,
2015-04-01,15.35,,,,,,,,,,,,,
2015-04-02,15.87,,,,,,,,,,,,,
2015-04-06,15.89,,,,,,,,,,,,,
2015-04-07,15.92,,,,,,,,,,,,,
2015-04-08,15.97,,,,,,,,,,,,,
2015-04-09,16.49,,,,,,,,,,,,,
2015-04-10,16.61,,,,,,,,,,,,,
2015-04-13,16.98,,,,,,,,,,,,,
2015-04-14,16.99,,,,,,,,,,,,,
2015-04-15,17.05,,,,,,,,,,,,,
2015-04-16,17.07,,,,,,,,,,,,,
2015-04-17,16.61,,,,,,,,,,,,,
2015-04-20,16.9,,,,,,,,,,,,,
2015-04-21,16.95,,,,,,,,,,,,,
2015-04-22,16.81,,,,,,,,,,,,,
2015-04-23,17.19,,,,,,,,,,,,,
2015-04-24,17.03,,,,,,,,,,,,,
2015-04-27,16.6,,,,,,,,,,,,,
2015-04-28,17.09,,,,,,,,,,,,,
2015-04-29,17.64,,,,,,,,,,,,,
2015-04-30,17.23,,,,,,,,,,,,,
2015-05-01,17.13,,,,,,,,,,,,,
2015-05-04,17.31,,,,,,,,,,,,,
2015-05-05,17.14,,,,,,,,,,,,,
2015-05-06,16.71,,,,,,,,,,,,,
2015-05-07,16.98,,,,,,,,,,,,,
2015-05-08,17.04,,,,,,,,,,,,,
2015-05-11,17.09,,,,,,,,,,,,,
2015-05-12,17.18,,,,,,,,,,,,,
2015-05-13,16.97,,,,,,,,,,,,,
2015-05-14,16.91,,,,,,,,,,,,,
2015-05-15,16.93,,,,,,,,,,,,,
2015-05-18,17.13,,,,,,,,,,,,,
2015-05-19,17.19,,,,,,,,,,,,,
2015-05-20,17.21,,,,,,,,,,,,,
2015-05-21,16.92,,,,,,,,,,,,,
2015-05-22,16.91,,,,,,,,,,,,,
2015-05-26,16.97,,,,,,,,,,,,,
2015-05-27,17.0,,,,,,,,,,,,,
2015-05-28,17.04,,,,,,,,,,,,,
2015-05-29,17.09,,,,,,,,,,,,,
2015-06-01,17.31,,,,,,,,,,,,,
2015-06-02,17.35,,,,,,,,,,,,,
2015-06-03,17.81,,,,,,,,,,,,,
2015-06-04,17.67,,,,,,,,,,,,,
2015-06-05,17.86,,,,,,,,,,,,,
2015-06-08,17.78,,,,,,,,,,,,,
2015-06-09,17.82,,,,,,,,,,,,,
2015-06-10,17.99,,,,,,,,,,,,,
2015-06-11,17.76,,,,,,,,,,,,,
2015-06-12,18.03,,,,,,,,,,,,,
2015-06-15,18.85,,,,,,,,,,,,,
2015-06-16,19.05,,,,,,,,,,,,,
2015-06-17,19.2,,,,,,,,,,,,,
2015-06-18,19.35,,,,,,,,,,,,,
2015-06-19,19.27,,,,,,,,,,,,,
2015-06-22,19.26,,,,,,,,,,,,,
2015-06-23,19.28,,,,,,,,,,,,,
2015-06-24,19.09,,,,,,,,,,,,,
2015-06-25,19.41,,,,,,,,,,,,,
2015-06-26,19.03,,,,,,,,,,,,,
2015-06-29,17.96,,,,,,,,,,,,,
2015-06-30,18.49,,,,,,,,,,,,,
2015-07-01,18.12,,,,,,,,,,,,,
2015-07-02,17.62,,,,,,,,,,,,,
2015-07-06,17.51,,,,,,,,,,,,,
2015-07-07,17.05,,,,,,,,,,,,,
2015-07-08,16.72,,,,,,,,,,,,,
2015-07-09,17.08,,,,,,,,,,,,,
2015-07-10,17.7,,,,,,,,,,,,,
2015-07-13,17.52,,,,,,,,,,,,,
2015-07-14,17.51,,,,,,,,,,,,,
2015-07-15,17.38,,,,,,,,,,,,,
2015-07-16,17.53,,,,,,,,,,,,,
2015-07-17,16.4,,,,,,,,,,,,,
2015-07-20,16.71,,,,,,,,,,,,,
2015-07-21,17.28,,,,,,,,,,,,,
2015-07-22,17.08,,,,,,,,,,,,,
2015-07-23,17.97,,,,,,,,,,,,,
2015-07-24,17.66,,,,,,,,,,,,,
2015-07-27,17.73,,,,,,,,,,,,,
2015-07-28,17.74,,,,,,,,,,,,,
2015-07-29,17.58,,,,,,,,,,,,,
2015-07-30,17.9,,,,,,,,,,,,,
2015-07-31,19.7,,,,,,,,,,,,,
2015-08-03,20.06,,,,,,,,,,,,,
2015-08-04,19.39,,,,,,,,,,,,,
2015-08-05,19.44,,,,,,,,,,,,,
2015-08-06,19.02,,,,,,,,,,,,,
2015-08-07,18.8,,,,,,,,,,,,,
2015-08-10,19.66,,,,,,,,,,,,,
2015-08-11,19.47,,,,,,,,,,,,,
2015-08-12,19.52,,,,,,,,,,,,,
2015-08-13,19.3,,,,,,,,,,,,,
2015-08-14,19.32,,,,,,,,,,,,,
2015-08-17,20.21,,,,,,,,,,,,,
2015-08-18,20.53,,,,,,,,,,,,,
2015-08-19,20.7,,,,,,,,,,,,,
2015-08-20,19.83,,,,,,,,,,,,,
2015-08-21,19.41,,,,,,,,,,,,,
2015-08-24,18.0,,,,,,,,,,,,,
2015-08-25,16.86,,,,,,,,,,,,,
2015-08-26,17.12,,,,,,,,,,,,,
2015-08-27,17.49,,,,,,,,,,,,,
2015-08-28,17.37,,,,,,,,,,,,,
2015-08-31,17.21,,,,,,,,,,,,,
2015-09-01,16.88,,,,,,,,,,,,,
2015-09-02,17.23,,,,,,,,,,,,,
2015-09-03,17.4,,,,,,,,,,,,,
2015-09-04,17.09,,,,,,,,,,,,,
2015-09-08,17.95,,,,,,,,,,,,,
2015-09-09,18.07,,,,,,,,,,,,,
2015-09-10,18.3,,,,,,,,,,,,,
2015-09-11,18.45,,,,,,,,,,,,,
2015-09-14,18.28,,,,,,,,,,,,,
2015-09-15,18.88,,,,,,,,,,,,,
2015-09-16,18.91,,,,,,,,,,,,,
2015-09-17,18.83,,,,,,,,,,,,,
2015-09-18,18.93,,,,,,,,,,,,,
2015-09-21,18.94,,,,,,,,,,,,,
2015-09-22,18.78,,,,,,,,,,,,,
2015-09-23,18.91,,,,,,,,,,,,,
2015-09-24,18.85,,,,,,,,,,,,,
2015-09-25,18.46,,,,,,,,,,,,,
2015-09-28,17.85,,,,,,,,,,,,,
2015-09-29,17.48,,,,,,,,,,,,,
2015-09-30,18.15,,,,,,,,,,,,,
2015-10-01,17.8,,,,,,,,,,,,,
2015-10-02,18.17,,,,,,,,,,,,,
2015-10-05,18.75,,,,,,,,,,,,,
2015-10-06,18.37,,,,,,,,,,,,,
2015-10-07,18.64,,,,,,,,,,,,,
2015-10-08,18.83,,,,,,,,,,,,,
2015-10-09,18.55,,,,,,,,,,,,,
2015-10-12,18.6,,,,,,,,,,,,,
2015-10-13,18.67,,,,,,,,,,,,,
2015-10-14,18.85,,,,,,,,,,,,,
2015-10-15,19.71,,,,,,,,,,,,,
2015-10-16,19.58,,,,,,,,,,,,,
2015-10-19,19.23,,,,,,,,,,,,,
2015-10-20,18.77,,,,,,,,,,,,,
2015-10-21,18.15,,,,,,,,,,,,,
2015-10-22,19.1,,,,,,,,,,,,,
2015-10-23,18.83,,,,,,,,,,,,,
2015-10-26,19.02,,,,,,,,,,,,,
2015-10-27,18.96,,,,,,,,,,,,,
2015-10-28,19.86,,,,,,,,,,,,,
2015-10-29,18.52,,,,,,,,,,,,,
2015-10-30,18.5,,,,,,,,,,,,,
2015-11-02,19.35,,,,,,,,,,,,,
2015-11-03,21.38,,,,,,,,,,,,,
2015-11-04,22.17,,,,,,,,,,,,,
2015-11-05,21.23,,,,,,,,,,,,,
2015-11-06,20.46,,,,,,,,,,,,,
2015-11-09,20.96,,,,,,,,,,,,,
2015-11-10,20.75,,,,,,,,,,,,,
2015-11-11,20.94,,,,,,,,,,,,,
2015-11-12,21.23,,,,,,,,,,,,,
2015-11-13,20.85,,,,,,,,,,,,,
2015-11-16,21.36,,,,,,,,,,,,,
2015-11-17,22.42,,,,,,,,,,,,,
2015-11-18,22.65,,,,,,,,,,,,,
2015-11-19,22.51,,,,,,,,,,,,,
2015-11-20,22.5,,,,,,,,,,,,,
2015-11-23,22.59,,,,,,,,,,,,,
2015-11-24,22.86,,,,,,,,,,,,,
2015-11-25,22.91,,,,,,,,,,,,,
2015-11-27,23.03,,,,,,,,,,,,,
2015-11-30,22.91,,,,,,,,,,,,,
2015-12-01,22.64,,,,,,,,,,,,,
2015-12-02,23.2,,,,,,,,,,,,,
2015-12-03,22.99,,,,,,,,,,,,,
2015-12-04,23.8,,,,,,,,,,,,,
2015-12-07,23.51,,,,,,,,,,,,,
2015-12-08,24.29,,,,,,,,,,,,,
2015-12-09,24.97,,,,,,,,,,,,,
2015-12-10,24.85,,,,,,,,,,,,,
2015-12-11,24.5,,,,,,,,,,,,,
2015-12-14,24.33,,,,,,,,,,,,,
2015-12-15,24.55,,,,,,,,,,,,,
2015-12-16,25.47,,,,,,,,,,,,,
2015-12-17,23.67,,,,,,,,,,,,,
2015-12-18,23.43,,,,,,,,,,,,,
2015-12-21,24.24,,,,,,,,,,,,,
2015-12-22,24.15,,,,,,,,,,,,,
2015-12-23,24.14,,,,,,,,,,,,,
2015-12-24,24.3,,,,,,,,,,,,,
2015-12-28,23.99,,,,,,,,,,,,,
2015-12-29,24.33,,,,,,,,,,,,,
2015-12-30,23.99,,,,,,,,,,,,,
2015-12-31,23.58,,,,,,,,,,,,,
2016-01-04,22.76,,,,,,,,,,,,,
2016-01-05,22.21,,,,,,,,,,,,,
2016-01-06,21.78,,,,,,,,,,,,,
